Date;Hour;Stock;Shares;Transaction;Value;money;kind;Sum
30/09/11;16:00:00;Gilead (GILD);14;Acquired;38,8;USD;cost;543,2
30/09/11;16:00:00;Southern Company (SO);13;Acquired;42,66;USD;cost;554,515
30/09/11;09:54:00;AIA (1299);400;Acquired;22,15;HKD;cost;8860
30/09/11;09:30:00;Alstom (ALO);54;Acquired;25,39;EUR;cost;1371,06
29/09/11;21:30:00;Avon (AVP);122;Sold;19,63;USD;income;2394,86
28/09/11;21:30:00;Wal-Mart (WMT);8;Sold;51,78;USD;income;414,24
28/09/11;21:30:00;Alcoa (AA);40;Sold;10,01;USD;income;400,4
28/09/11;16:00:00;Avon (AVP);122;Acquired;20,42;USD;cost;2491,24
27/09/11;21:55:00;Wal-Mart (WMT);8;Acquired;51,83;USD;cost;414,64
27/09/11;21:51:00;Alcoa (AA);40;Acquired;10,45;USD;cost;418
26/09/11;21:30:00;Williams Companies (WMB);23;Sold;25,72;USD;income;591,56
26/09/11;21:30:00;Pepsico (PEP);9;Sold;61,88;USD;income;556,92
26/09/11;21:30:00;Oracle (ORCL);20;Sold;29,48;USD;income;589,6
26/09/11;17:00:00;Credit Agricole (ACA);306;Sold;4,57;EUR;income;1398,726
26/09/11;09:30:00;Aluminum Corp of China (2600);2000;Sold;3,62;HKD;income;7240
23/09/11;16:04:00;Williams Companies (WMB);23;Acquired;24,83;USD;cost;571,09
23/09/11;16:00:00;Oracle (ORCL);20;Acquired;28,26;USD;cost;565,2
23/09/11;16:00:00;Pepsico (PEP);9;Acquired;60,32;USD;cost;542,88
23/09/11;11:11:00;Credit Agricole (ACA);306;Acquired;4,22;EUR;cost;1292,238
23/09/11;04:30:00;Aluminum Corp of China (2600);2000;Acquired;3,52;HKD;cost;7040
22/09/11;21:30:00;Pfizer (PFE);27;Sold;17,38;USD;income;469,125
22/09/11;21:30:00;Williams Companies (WMB);18;Sold;24,55;USD;income;441,9
22/09/11;21:24:00;News Corp (NWSA);76;Sold;16,24;USD;income;1234,24
21/09/11;20:27:00;Williams Companies (WMB);18;Acquired;26,86;USD;cost;483,48
21/09/11;16:00:00;Pfizer (PFE);27;Acquired;18,13;USD;cost;489,375
20/09/11;21:30:00;Halliburton (HAL);31;Sold;37,99;USD;income;1177,69
19/09/11;21:30:00;Bank of America (BAC);49;Sold;7;USD;income;343
19/09/11;17:00:00;Lufthansa (LHA);115;Sold;10,76;EUR;income;1236,94
19/09/11;16:00:00;Halliburton (HAL);31;Acquired;38,14;USD;cost;1182,34
19/09/11;09:30:00;Esprit Holdings (330);700;Sold;10,1;HKD;income;7070
16/09/11;21:30:00;Colgate-Palmolive (CL);15;Sold;93,4;USD;income;1401
16/09/11;16:00:00;Bank of America (BAC);49;Acquired;7,33;USD;cost;359,17
16/09/11;11:02:00;Lufthansa (LHA);115;Acquired;11,12;EUR;cost;1278,685
16/09/11;04:30:00;Esprit Holdings (330);700;Acquired;12,42;HKD;cost;8694
15/09/11;21:30:00;Exelon (EXC);22;Sold;42,74;USD;income;940,28
15/09/11;17:00:00;Beiersdorf (BEI);1;Sold;41,13;EUR;income;41,13
15/09/11;16:35:00;Colgate-Palmolive (CL);15;Acquired;91,39;USD;cost;1370,85
14/09/11;21:47:33;Lowe's (LOW);63;Sold;19;USD;income;1197
14/09/11;16:00:00;Exelon (EXC);22;Acquired;42,15;USD;cost;927,3
14/09/11;09:30:00;Beiersdorf (BEI);1;Acquired;40,2;EUR;cost;40,2
13/09/11;21:30:00;Pepsico (PEP);6;Sold;60,56;USD;income;363,36
13/09/11;17:00:00;Carrefour (CA);111;Sold;15,51;EUR;income;1721,166
12/09/11;17:39:00;Pepsico (PEP);6;Acquired;59,81;USD;cost;358,86
12/09/11;09:30:00;Carrefour (CA);111;Acquired;15,67;EUR;cost;1739,37
09/09/11;16:03:00;Lowe's (LOW);63;Acquired;19,19;USD;cost;1208,97
09/09/11;16:03:00;News Corp (NWSA);76;Acquired;16,25;USD;cost;1235
09/09/11;08:19:00;Belle (1880);1000;Acquired;14,46;HKD;cost;14460
08/09/11;21:30:00;McDonalds (MCD);10;Sold;89,15;USD;income;891,5
07/09/11;17:00:00;Credit Agricole (ACA);117;Sold;5,7;EUR;income;666,783
07/09/11;17:00:00;Carrefour (CA);40;Sold;16,57;EUR;income;662,84
07/09/11;17:00:00;Commerzbank (CBK);379;Sold;1,83;EUR;income;694,707
07/09/11;17:00:00;L'Oreal (OR);9;Sold;72,47;EUR;income;652,239
07/09/11;16:20:00;McDonalds (MCD);10;Acquired;89,08;USD;cost;890,8
06/09/11;17:53:00;Credit Agricole (ACA);117;Acquired;5,61;EUR;cost;656,253
06/09/11;17:53:00;Commerzbank (CBK);379;Acquired;1,75;EUR;cost;662,492
06/09/11;17:53:00;L'Oreal (OR);9;Acquired;72,08;EUR;cost;648,711
06/09/11;17:53:00;Carrefour (CA);40;Acquired;16,5;EUR;cost;659,84
31/08/11;17:03:00;Alcatel-Lucent (ALU);1;Sold;2,58;EUR;income;2,579
31/08/11;11:05:00;Alcatel-Lucent (ALU);1;Acquired;2,49;EUR;cost;2,491
